Rooms,Price,Distance,Bedroom2,Bathroom,Landsize,BuildingArea,YearBuilt
4,1600000.0,11.0,,,,,
3,1500000.0,11.0,3.0,2.0,710.0,139.0,1945.0
3,1430000.0,11.0,,,,,
3,1601000.0,11.0,,,,,
4,1650000.0,11.0,,,,,
4,1800000.0,11.0,4.0,2.0,749.0,206.0,1950.0
3,1610000.0,11.0,,,,,
3,1830000.0,11.0,3.0,2.0,724.0,168.0,1940.0
3,1415000.0,11.0,3.0,1.0,605.0,111.0,1950.0
2,1440000.0,11.0,2.0,1.0,687.0,104.0,1940.0
4,1250000.0,11.0,4.0,2.0,321.0,199.0,2007.0
3,1422000.0,11.0,3.0,1.0,583.0,,
5,1600000.0,11.0,5.0,3.0,700.0,266.0,1950.0
4,1860000.0,11.0,4.0,2.0,696.0,274.0,2000.0
3,1710000.0,11.0,3.0,2.0,295.0,,1990.0
4,1790000.0,11.0,4.0,2.0,514.0,240.0,1935.0
4,1950000.0,11.0,4.0,2.0,844.0,278.0,1940.0
3,1600000.0,11.0,3.0,1.0,637.0,,
3,1320000.0,11.0,3.0,1.0,1063.0,,
3,1650000.0,11.0,3.0,1.0,697.0,164.0,1947.0
4,1280000.0,11.0,,,,,
2,995000.0,12.2,2.0,1.0,583.0,,1950.0
3,1250000.0,12.2,3.0,1.0,842.0,,
3,1045000.0,12.2,3.0,2.0,467.0,,
4,1200000.0,12.2,4.0,3.0,372.0,201.0,2016.0
2,1075000.0,12.2,2.0,1.0,695.0,114.0,1950.0
4,1500000.0,12.2,2.0,2.0,621.0,203.0,2000.0
3,1120000.0,12.2,3.0,1.0,723.0,,
2,700000.0,12.2,2.0,1.0,367.0,110.0,1970.0
3,761000.0,12.2,3.0,2.0,400.0,94.0,1950.0
4,1270000.0,12.2,4.0,2.0,724.0,,
4,1510000.0,12.2,4.0,2.0,526.0,,
3,1365000.0,12.2,3.0,1.0,792.0,792.0,1950.0
4,1100000.0,12.2,3.0,2.0,803.0,152.0,1970.0
2,675000.0,12.2,,,,,
3,1232800.0,12.2,,,,,
3,1170000.0,12.2,,,,,
4,1415000.0,12.2,4.0,3.0,724.0,,
2,690000.0,12.2,2.0,1.0,216.0,90.0,2003.0
3,1631000.0,12.2,3.0,2.0,782.0,215.0,1950.0
4,1500000.0,12.2,4.0,2.0,593.0,255.0,1930.0
2,690000.0,12.2,,,,,
3,1060000.0,12.2,2.0,1.0,772.0,,
3,875000.0,12.2,,,,,
5,1529500.0,12.2,5.0,3.0,585.0,317.0,2000.0
2,1250000.0,12.2,,,,,
3,1200000.0,12.2,,,,,
2,600000.0,12.2,2.0,1.0,153.0,80.0,1970.0
4,980000.0,12.2,,,,,
2,535000.0,12.2,2.0,1.0,72.0,,
4,1230000.0,12.2,,,,,
3,785000.0,12.2,3.0,1.0,557.0,,1960.0
4,1240000.0,12.2,4.0,2.0,766.0,192.0,1950.0
2,700000.0,12.2,2.0,1.0,192.0,88.0,2007.0
3,880000.0,12.2,,,,,
2,675000.0,12.2,,,,,
4,1350000.0,12.2,4.0,2.0,727.0,,
2,1110000.0,12.2,2.0,1.0,586.0,86.0,1950.0
3,1305000.0,12.2,3.0,1.0,760.0,120.0,1960.0
3,855000.0,12.2,3.0,2.0,320.0,85.0,1958.0
3,900000.0,12.2,,,,,
4,1400000.0,12.2,,,,,
3,964000.0,12.2,,,,,
3,900500.0,12.2,3.0,2.0,256.0,134.0,2012.0
3,1200000.0,12.2,3.0,2.0,839.0,198.0,1970.0
3,830000.0,12.2,2.0,1.0,212.0,130.0,2012.0
4,1310000.0,10.5,,,,,
3,850000.0,10.5,3.0,1.0,593.0,118.0,1970.0
3,750000.0,10.5,3.0,1.0,0.0,103.0,1980.0
3,851000.0,10.5,3.0,3.0,557.0,181.0,2017.0
3,848000.0,10.5,3.0,1.0,542.0,,
4,806000.0,10.5,4.0,2.0,350.0,,2008.0
4,1155000.0,10.5,3.0,2.0,569.0,225.0,2008.0
3,670000.0,10.5,3.0,2.0,671.0,,
4,1200000.0,10.5,4.0,5.0,673.0,,
3,636000.0,10.5,2.0,1.0,571.0,,
3,655000.0,10.5,,,,,
3,680000.0,10.5,3.0,1.0,570.0,120.0,1970.0
4,1160000.0,10.5,4.0,3.0,789.0,,
3,560000.0,10.5,,,,,
3,750000.0,10.5,3.0,1.0,529.0,,
3,627500.0,10.5,3.0,1.0,550.0,143.0,1970.0
3,880000.0,10.5,3.0,2.0,339.0,,
3,825000.0,10.5,,,,,
4,1372000.0,10.5,,,,,
4,950000.0,10.5,4.0,3.0,761.0,281.0,1970.0
4,1200000.0,10.5,,,,,
4,1600000.0,10.5,4.0,3.0,1801.0,,
3,825000.0,10.5,,,,,
2,585000.0,10.5,2.0,1.0,136.0,,2012.0
4,1631000.0,10.5,,,,,
3,650000.0,10.5,3.0,1.0,574.0,,
3,725000.0,10.5,3.0,1.0,606.0,,
3,665000.0,10.5,3.0,2.0,289.0,,
3,560500.0,10.5,3.0,1.0,177.0,,
3,615000.0,10.5,3.0,1.0,649.0,,
3,845000.0,10.5,3.0,1.0,704.0,,
3,585000.0,10.5,3.0,1.0,322.0,,
2,440000.0,10.5,2.0,1.0,263.0,,1999.0
3,850000.0,10.5,3.0,1.0,766.0,149.0,
3,775000.0,10.5,,,,,
5,850000.0,10.5,5.0,2.0,574.0,,
3,705000.0,10.5,3.0,1.0,581.0,106.0,1960.0
4,1100000.0,10.5,4.0,3.0,873.0,395.0,1992.0
3,710000.0,10.5,,,,,
3,892500.0,10.5,3.0,1.0,586.0,118.0,1965.0
3,730000.0,10.5,,,,,
3,790000.0,10.5,,,,,
3,695000.0,10.5,3.0,1.0,588.0,,
4,855000.0,10.5,,,,,
2,522500.0,10.5,2.0,1.0,220.0,101.0,1995.0
4,990000.0,10.5,,,,,
4,680000.0,10.5,4.0,2.0,554.0,140.0,1960.0
3,500000.0,10.5,3.0,1.0,260.0,,1990.0
2,550000.0,10.5,2.0,1.0,158.0,,1993.0
3,730000.0,10.5,3.0,2.0,705.0,,
3,875000.0,10.5,3.0,1.0,812.0,117.0,1960.0
3,850000.0,10.5,3.0,2.0,585.0,,
3,635000.0,10.5,3.0,1.0,597.0,,
4,762000.0,10.5,4.0,2.0,589.0,150.0,1961.0
3,1215000.0,10.5,,,,,
3,610000.0,10.5,,,,,
4,815000.0,10.5,,,,,
4,820000.0,10.5,,,,,
2,411000.0,10.5,2.0,1.0,0.0,85.0,1995.0
4,790000.0,10.5,4.0,2.0,570.0,,
4,605000.0,10.5,4.0,1.0,569.0,,
3,805000.0,10.5,3.0,2.0,593.0,103.0,1970.0
4,890000.0,10.5,4.0,2.0,585.0,,1960.0
3,795000.0,10.5,3.0,1.0,549.0,,
3,634000.0,10.5,4.0,2.0,582.0,153.0,1950.0
3,642000.0,10.5,3.0,1.0,590.0,,1960.0
3,730000.0,10.5,,,,,
3,863000.0,10.5,3.0,2.0,638.0,,
3,740000.0,10.5,3.0,1.0,607.0,,
4,1819000.0,6.6,3.0,2.0,244.0,180.0,1900.0
2,410000.0,6.6,2.0,1.0,0.0,61.0,1965.0
1,280000.0,6.6,1.0,1.0,0.0,,
2,1015000.0,6.6,2.0,1.0,114.0,120.0,2000.0
1,438000.0,6.6,,,,,
2,502500.0,6.6,2.0,1.0,0.0,65.0,1960.0
2,520000.0,6.6,2.0,1.0,0.0,58.0,1970.0
2,442000.0,6.6,2.0,1.0,0.0,61.0,1960.0
3,1193000.0,6.6,3.0,1.0,178.0,100.0,1920.0
2,416000.0,6.6,2.0,1.0,0.0,49.0,1960.0
2,820000.0,6.6,2.0,1.0,0.0,,
2,474000.0,6.6,2.0,1.0,0.0,59.0,1970.0
2,981000.0,6.6,2.0,1.0,159.0,84.0,1930.0
3,1690000.0,6.6,3.0,2.0,339.0,159.0,1890.0
2,540000.0,6.6,2.0,1.0,483.0,51.0,1970.0
3,1080000.0,6.6,3.0,1.0,157.0,,1928.0
1,500000.0,6.6,1.0,1.0,0.0,,
2,497500.0,6.6,2.0,0.0,0.0,,
2,2100000.0,9.7,2.0,1.0,659.0,123.0,1920.0
4,1800000.0,9.7,4.0,2.0,715.0,218.0,1985.0
2,1255000.0,9.7,2.0,1.0,208.0,129.0,2000.0
3,1070000.0,9.7,3.0,2.0,206.0,112.0,1998.0
4,2200000.0,9.7,,,,,
4,2290000.0,9.7,,,,,
5,2570000.0,9.7,5.0,3.0,715.0,420.0,2009.0
4,2400000.0,9.7,4.0,2.0,744.0,226.0,1985.0
3,2200000.0,9.7,3.0,3.0,651.0,266.0,
5,3250000.0,9.7,5.0,5.0,651.0,410.0,
2,806000.0,9.7,2.0,1.0,122.0,97.0,1977.0
6,4000000.0,9.7,6.0,4.0,2051.0,449.0,1935.0
2,1215000.0,9.7,2.0,2.0,0.0,,
5,2250000.0,9.7,5.0,3.0,600.0,356.0,2006.0
1,450000.0,9.7,,,,,
3,1400000.0,9.7,,,,,
2,812000.0,9.7,2.0,1.0,206.0,,
4,4260000.0,9.7,,,,,
3,1140000.0,9.7,3.0,2.0,175.0,,1976.0
3,2330000.0,9.7,3.0,2.0,853.0,,
5,2800000.0,9.7,5.0,3.0,678.0,349.0,2001.0
2,605000.0,9.7,2.0,1.0,0.0,,
3,1255000.0,9.7,3.0,2.0,308.0,,
2,1850000.0,9.7,3.0,1.0,1015.0,166.0,1930.0
2,805000.0,9.7,3.0,1.0,209.0,,1975.0
4,2000000.0,9.7,,,,,
3,700000.0,9.7,3.0,1.0,188.0,110.0,1970.0
4,2130000.0,9.7,4.0,2.0,664.0,,
2,500000.0,9.7,2.0,1.0,0.0,72.0,1960.0
3,2125000.0,9.7,3.0,2.0,699.0,252.0,1985.0
5,4350000.0,9.7,,,,,
2,648000.0,9.7,,,,,
4,1800000.0,9.7,3.0,2.0,577.0,200.0,1948.0
3,1020000.0,9.7,,,,,
2,635000.0,9.7,2.0,1.0,0.0,70.0,2014.0
5,2350000.0,9.7,,,,,
3,1500000.0,9.7,,,,,
2,1900000.0,9.7,,,,,
2,526000.0,9.7,2.0,1.0,0.0,73.0,1960.0
1,390000.0,9.7,1.0,1.0,740.0,,
5,2950000.0,9.7,,,,,
3,905000.0,9.7,3.0,1.0,281.0,150.0,1995.0
4,1750000.0,9.7,4.0,3.0,453.0,308.0,2016.0
2,760000.0,9.7,2.0,1.0,121.0,100.0,1960.0
2,550000.0,9.7,,,,,
4,3180000.0,9.7,4.0,3.0,1148.0,,
3,1367000.0,9.7,3.0,2.0,219.0,164.0,2003.0
3,788000.0,9.7,,,,,
5,3600000.0,9.7,5.0,3.0,678.0,,
5,2550000.0,9.7,5.0,3.0,642.0,,1930.0
3,1050000.0,9.7,,,,,
5,3350000.0,9.7,,,,,
4,1400000.0,9.7,4.0,3.0,241.0,240.0,2009.0
3,662500.0,9.7,,,,,
4,3270000.0,9.7,4.0,2.0,935.0,241.0,1927.0
3,1280000.0,9.7,,,,,
2,625000.0,9.7,2.0,1.0,115.0,104.0,1960.0
2,700000.0,9.7,2.0,1.0,104.0,,
4,1920000.0,9.7,,,,,
3,1860000.0,9.7,3.0,1.0,671.0,465.0,
4,2730000.0,9.7,4.0,3.0,674.0,336.0,1997.0
4,2410000.0,9.7,,,,,
4,2530000.0,9.7,,,,,
5,2020000.0,9.7,5.0,2.0,611.0,,
2,460000.0,9.7,2.0,1.0,0.0,79.0,1950.0
4,2250000.0,9.7,3.0,1.0,832.0,,
2,1053000.0,9.7,2.0,1.0,231.0,98.0,1985.0
3,1800000.0,9.7,3.0,2.0,380.0,,1980.0
3,1472000.0,9.7,3.0,2.0,306.0,170.0,1995.0
3,2120000.0,9.7,3.0,1.0,651.0,,
4,1800000.0,9.7,,,,,
3,1910000.0,9.7,3.0,1.0,697.0,,
2,754000.0,9.7,2.0,1.0,87.0,88.0,1990.0
3,1605000.0,9.7,,,,,
5,3000000.0,9.7,5.0,5.0,671.0,,
5,3400000.0,9.7,5.0,6.0,739.0,502.0,
3,1490000.0,9.7,,,,,
3,905000.0,9.7,,,,,
4,2188000.0,9.7,4.0,2.0,752.0,253.0,1981.0
2,755000.0,9.7,2.0,1.0,213.0,92.0,1980.0
4,2900000.0,9.7,4.0,3.0,596.0,,
4,1947000.0,9.7,,,,,
4,3290000.0,9.7,4.0,3.0,1007.0,350.0,1910.0
5,2665000.0,9.7,4.0,3.0,674.0,,
4,1801000.0,9.7,4.0,2.0,583.0,,
3,1100000.0,9.7,,,,,
4,2410000.0,9.7,4.0,2.0,685.0,207.0,1940.0
2,650000.0,9.7,2.0,1.0,0.0,150.0,1960.0
4,1820000.0,9.7,,,,,
4,2275000.0,9.7,4.0,2.0,842.0,,
5,2810000.0,9.7,5.0,3.0,1468.0,,
3,1385000.0,9.7,3.0,2.0,190.0,,
6,4600000.0,9.7,,,,,
4,2000000.0,9.7,3.0,1.0,739.0,291.0,1930.0
4,1900000.0,9.7,4.0,2.0,665.0,155.0,1940.0
3,3401000.0,9.7,3.0,2.0,706.0,166.0,1930.0
3,1750000.0,9.7,3.0,2.0,613.0,193.0,1943.0
5,4000000.0,9.7,5.0,4.0,1437.0,,
4,2250000.0,9.7,,,,,
3,1810000.0,9.7,,,,,
3,1100000.0,9.7,3.0,2.0,259.0,,1940.0
5,3020000.0,9.7,5.0,3.0,715.0,420.0,2009.0
3,2950000.0,9.7,4.0,2.0,650.0,,
5,2450000.0,9.7,4.0,2.0,981.0,260.0,1960.0
3,1912000.0,9.7,2.0,1.0,844.0,,
2,730000.0,9.7,2.0,1.0,130.0,80.0,1960.0
4,1530000.0,9.7,,,,,
5,3900000.0,9.7,5.0,7.0,0.0,,
3,1500000.0,9.7,3.0,2.0,404.0,190.0,2011.0
3,1850000.0,9.7,3.0,1.0,607.0,,1950.0
4,1700000.0,9.7,3.0,1.0,672.0,115.0,1935.0
2,1010000.0,9.7,2.0,0.0,1611.0,,
3,1315000.0,9.2,3.0,2.0,260.0,167.0,2000.0
3,1500000.0,9.2,3.0,2.0,778.0,154.0,1950.0
4,3230000.0,9.2,4.0,4.0,1135.0,275.0,1960.0
2,1080000.0,9.2,2.0,1.0,253.0,,
4,1450000.0,9.2,,,,,
2,1305000.0,9.2,,,,,
7,1350000.0,9.2,7.0,2.0,942.0,,
4,1905000.0,9.2,4.0,2.0,647.0,185.0,1955.0
5,3300000.0,9.2,5.0,4.0,760.0,477.0,2015.0
4,1900000.0,9.2,4.0,2.0,642.0,215.0,1955.0
3,2251000.0,9.2,3.0,1.0,888.0,137.0,1950.0
3,2160000.0,9.2,,,,,
4,2205000.0,9.2,4.0,2.0,750.0,214.0,1950.0
3,1265000.0,9.2,3.0,2.0,347.0,160.0,2011.0
3,2000000.0,9.2,3.0,1.0,772.0,,
4,1750000.0,9.2,4.0,2.0,673.0,185.0,1960.0
3,1450000.0,9.2,3.0,1.0,665.0,124.0,1950.0
4,2614000.0,9.2,4.0,2.0,772.0,150.0,1955.0
4,1825000.0,9.2,4.0,2.0,736.0,225.0,1958.0
4,2550000.0,9.2,4.0,1.0,847.0,,
4,1570000.0,9.2,4.0,2.0,546.0,,
5,3250000.0,9.2,3.0,4.0,886.0,520.0,2013.0
4,1750000.0,9.2,4.0,3.0,667.0,,
3,1150000.0,9.2,3.0,2.0,207.0,144.0,2003.0
3,1575000.0,9.2,3.0,2.0,645.0,,1953.0
6,1505000.0,9.2,4.0,2.0,724.0,,
3,920000.0,9.2,,,,,
4,1572000.0,9.2,4.0,2.0,662.0,330.0,1965.0
4,1500000.0,9.2,3.0,2.0,610.0,,
4,1400000.0,9.2,4.0,2.0,283.0,,
5,1750000.0,9.2,5.0,3.0,705.0,365.0,2013.0
4,1850000.0,9.2,4.0,2.0,619.0,254.0,1990.0
3,1480000.0,9.2,3.0,1.0,992.0,,
4,1400000.0,9.2,4.0,2.0,714.0,,
4,2130000.0,9.2,4.0,3.0,1274.0,275.0,1970.0
3,1050000.0,9.2,3.0,2.0,244.0,,
5,3690000.0,9.2,4.0,4.0,624.0,154.0,1967.0
2,709000.0,9.2,,,,,
4,1740000.0,9.2,4.0,2.0,610.0,275.0,1993.0
4,2575000.0,9.2,4.0,3.0,657.0,355.0,2006.0
4,1388800.0,9.2,3.0,2.0,517.0,247.0,1970.0
4,1702000.0,9.2,4.0,2.0,715.0,,1939.0
4,1800000.0,9.2,4.0,2.0,587.0,165.0,1960.0
4,3300000.0,9.2,,,,,
4,2910000.0,9.2,4.0,3.0,1070.0,247.0,1992.0
2,1400000.0,9.2,2.0,1.0,694.0,,
2,860000.0,9.2,2.0,2.0,204.0,,
4,1670000.0,9.2,4.0,3.0,689.0,,
5,1500000.0,9.2,3.0,1.0,800.0,,1950.0
5,2200000.0,9.2,5.0,3.0,900.0,355.0,1955.0
3,1150000.0,9.2,,,,,
4,1350000.0,9.2,4.0,2.0,815.0,,
5,2070000.0,9.2,5.0,2.0,1138.0,,
3,1300000.0,9.2,3.0,1.0,464.0,,
5,2190000.0,9.2,,,,,
3,1700000.0,9.2,3.0,2.0,763.0,168.0,1960.0
3,1750000.0,9.2,2.0,1.0,854.0,,1948.0
3,980000.0,9.2,3.0,1.0,542.0,,
3,1230000.0,9.2,3.0,3.0,310.0,188.0,2012.0
7,2600000.0,9.2,5.0,3.0,637.0,529.0,2008.0
4,1950000.0,9.2,3.0,3.0,665.0,232.0,1970.0
5,1750000.0,9.2,5.0,2.0,710.0,170.0,1955.0
3,1636000.0,9.2,,,,,
5,2000000.0,9.2,5.0,2.0,1002.0,244.0,1950.0
3,1480000.0,9.2,3.0,1.0,605.0,116.0,1950.0
4,3000000.0,9.2,4.0,3.0,1247.0,50.0,
3,1818000.0,9.2,3.0,1.0,722.0,90.0,1930.0
4,2170000.0,9.2,4.0,2.0,1040.0,,
5,1310000.0,9.2,,,,,
4,2525000.0,9.2,4.0,2.0,1235.0,196.0,1960.0
4,3360000.0,9.2,4.0,3.0,904.0,420.0,2003.0
3,1845000.0,9.2,,,,,
4,1620000.0,9.2,4.0,2.0,654.0,,1960.0
4,1420000.0,9.2,,,,,
3,1903000.0,9.2,3.0,1.0,713.0,720.0,1950.0
5,1900000.0,9.2,,,,,
4,1712000.0,9.2,3.0,2.0,639.0,,
4,1720000.0,9.2,4.0,3.0,869.0,170.0,1950.0
4,1670000.0,9.2,4.0,1.0,1042.0,,
2,1350000.0,9.2,2.0,1.0,467.0,,
3,2086000.0,9.2,,,,,
4,1675000.0,9.2,4.0,2.0,667.0,201.0,1974.0
4,1680000.0,9.2,4.0,3.0,362.0,200.0,2014.0
3,1800000.0,9.2,3.0,1.0,809.0,,
5,1540000.0,9.2,,,,,
4,1550000.0,9.2,4.0,3.0,707.0,,
5,4000000.0,9.2,5.0,5.0,1364.0,518.0,2013.0
6,1860000.0,9.2,,,,,
3,2900000.0,9.2,4.0,2.0,917.0,,
4,2205000.0,9.2,4.0,2.0,1010.0,250.0,1950.0
3,1137000.0,9.2,3.0,2.0,349.0,,
3,2100000.0,9.2,3.0,2.0,949.0,175.0,1940.0
2,1389000.0,9.2,2.0,1.0,701.0,,
2,685000.0,9.2,2.0,1.0,177.0,85.0,1975.0
6,1900000.0,9.2,6.0,1.0,691.0,5.0,
3,1335000.0,9.2,3.0,2.0,368.0,177.0,2009.0
3,1600000.0,9.2,3.0,2.0,760.0,,
3,1830000.0,9.2,3.0,2.0,493.0,,
4,1900000.0,9.2,4.0,2.0,587.0,165.0,1960.0
5,1650000.0,9.2,,,,,
5,1500000.0,9.2,5.0,2.0,605.0,,
2,735000.0,9.2,2.0,1.0,1075.0,,1970.0
2,1040000.0,9.2,2.0,1.0,250.0,112.0,1995.0
3,1520000.0,9.2,3.0,1.0,622.0,,
4,1250000.0,9.2,4.0,2.0,644.0,153.0,1950.0
6,1900000.0,9.2,6.0,3.0,808.0,,1974.0
4,2006000.0,9.2,,,,,
5,1875000.0,9.2,5.0,3.0,842.0,200.0,1961.0
4,1530000.0,9.2,4.0,2.0,701.0,198.0,1960.0
3,1425000.0,9.2,,,,,
3,940000.0,9.2,,,,,
4,1700000.0,9.2,3.0,2.0,754.0,175.0,1960.0
4,1300000.0,9.2,,,,,
4,1760000.0,9.2,,,,,
4,2300000.0,9.2,,,,,
3,1300000.0,9.2,,,,,
3,1238000.0,9.2,3.0,2.0,186.0,,2010.0
3,1320000.0,9.2,3.0,1.0,635.0,,1960.0
2,560000.0,9.2,2.0,1.0,0.0,,1950.0
3,1651000.0,9.2,3.0,1.0,657.0,151.0,1960.0
5,1920000.0,9.2,5.0,3.0,900.0,355.0,1955.0
5,1560000.0,9.2,5.0,2.0,845.0,199.0,1980.0
5,1550000.0,9.2,7.0,2.0,942.0,,
3,1330000.0,9.2,,,,,
3,1038000.0,9.2,3.0,2.0,207.0,144.0,2003.0
5,1660000.0,9.2,4.0,3.0,737.0,193.0,1950.0
3,1260000.0,9.2,3.0,2.0,458.0,,1997.0
3,2000000.0,9.2,3.0,1.0,75100.0,,
4,2155000.0,9.2,4.0,2.0,620.0,,
3,1225000.0,9.2,3.0,2.0,282.0,,
4,2150000.0,9.2,4.0,2.0,730.0,,1960.0
3,1770000.0,9.2,3.0,2.0,720.0,147.0,1955.0
4,2040000.0,9.2,,,,,
2,691500.0,9.2,3.0,1.0,0.0,102.0,1968.0
5,1836000.0,9.2,4.0,2.0,939.0,,1957.0
2,636000.0,13.0,2.0,1.0,202.0,,1974.0
2,1275000.0,13.0,2.0,1.0,599.0,,
3,875000.0,13.0,3.0,1.0,348.0,121.0,1950.0
4,1230000.0,13.0,,,,,
3,895000.0,13.0,3.0,2.0,362.0,,1997.0
3,1020000.0,13.0,,,,,
2,1550000.0,13.0,2.0,1.0,730.0,,
4,1420000.0,13.0,4.0,1.0,786.0,,
3,1425000.0,13.0,3.0,2.0,613.0,143.0,1960.0
2,851000.0,13.0,2.0,1.0,140.0,250.0,1970.0
3,1222500.0,13.0,3.0,2.0,299.0,181.0,2000.0
4,2470000.0,13.0,,,,,
3,710000.0,13.0,,,,,
4,1260000.0,13.0,4.0,2.0,793.0,,
2,896000.0,13.0,,,,,
4,2700000.0,13.0,4.0,3.0,628.0,,
3,900000.0,13.0,3.0,2.0,418.0,,1925.0
3,1100000.0,13.0,3.0,2.0,0.0,,
7,1005000.0,13.0,7.0,3.0,607.0,,1950.0
3,1317500.0,13.0,3.0,1.0,576.0,127.0,1945.0
2,360000.0,13.0,2.0,1.0,0.0,69.0,1965.0
4,1435000.0,13.0,3.0,3.0,291.0,212.0,2012.0
3,1110000.0,13.0,3.0,1.0,692.0,164.0,1940.0
4,2435000.0,13.0,3.0,2.0,795.0,250.0,1928.0
4,2000000.0,13.0,,,,,
5,1375000.0,13.0,,,,,
3,1500000.0,13.0,3.0,2.0,565.0,222.0,1940.0
4,1300000.0,13.0,4.0,2.0,697.0,194.0,1940.0
2,855000.0,13.0,2.0,1.0,298.0,,
3,1125000.0,13.0,3.0,1.0,584.0,116.0,1948.0
3,1475000.0,13.0,,,,,
3,1135000.0,13.0,3.0,1.0,627.0,,
3,867000.0,13.0,3.0,2.0,578.0,,
4,1328000.0,13.0,3.0,2.0,610.0,112.0,1940.0
3,1340000.0,13.0,3.0,2.0,526.0,135.0,1910.0
4,1155000.0,13.0,4.0,3.0,271.0,205.0,2010.0
3,1130000.0,13.0,,,,,
3,1275000.0,13.0,3.0,1.0,758.0,138.0,1960.0
3,770000.0,13.0,3.0,2.0,0.0,,1987.0
2,855000.0,13.0,2.0,1.0,296.0,103.0,1940.0
3,1100000.0,13.0,3.0,2.0,333.0,,
2,650000.0,13.0,2.0,1.0,116.0,92.0,1960.0
4,1815000.0,13.0,4.0,2.0,902.0,233.0,1950.0
4,2255000.0,13.0,4.0,3.0,557.0,353.0,2008.0
3,1470000.0,13.0,3.0,2.0,613.0,,1950.0
2,420000.0,13.0,2.0,1.0,1045.0,,
2,855000.0,13.0,2.0,2.0,226.0,475.0,2005.0
2,770000.0,13.0,,,,,
2,615000.0,13.0,,,,,
4,1450000.0,13.0,4.0,1.0,567.0,,
3,1200000.0,13.0,3.0,2.0,590.0,,
4,1860000.0,13.0,4.0,2.0,855.0,197.0,1930.0
2,725000.0,13.0,2.0,1.0,227.0,100.0,1990.0
3,1360000.0,13.0,,,,,
3,1293000.0,13.0,3.0,1.0,632.0,108.0,1950.0
4,1250000.0,13.0,,,,,
3,1390000.0,13.0,3.0,1.0,723.0,,1925.0
3,1400000.0,13.0,3.0,2.0,699.0,,
3,1328000.0,13.0,3.0,2.0,690.0,245.0,1970.0
4,1247000.0,13.0,4.0,2.0,354.0,255.0,2008.0
3,1311000.0,13.0,3.0,2.0,592.0,,
3,1100000.0,13.0,3.0,1.0,382.0,,
3,1327500.0,13.0,3.0,1.0,700.0,,
4,1435000.0,13.0,,,,,
5,1960000.0,13.0,,,,,
4,1560000.0,13.0,4.0,3.0,695.0,,
3,1370000.0,13.0,3.0,1.0,624.0,143.0,1950.0
3,1100000.0,13.0,3.0,1.0,632.0,,
2,850000.0,13.0,,,,,
4,1385000.0,13.0,4.0,2.0,576.0,,1920.0
3,1275000.0,13.0,3.0,2.0,309.0,,
3,1095000.0,13.0,3.0,2.0,581.0,170.0,1965.0
2,797500.0,13.0,2.0,1.0,321.0,,
2,725000.0,13.0,2.0,1.0,677.0,88.0,2012.0
4,1380000.0,13.0,,,,,
3,825000.0,13.0,3.0,2.0,147.0,149.0,2007.0
3,1235000.0,13.0,3.0,2.0,0.0,160.0,2012.0
3,820000.0,13.0,,,,,
5,1600000.0,13.0,5.0,3.0,772.0,,1986.0
3,1165000.0,13.0,3.0,1.0,694.0,125.0,1950.0
4,1355000.0,13.0,4.0,2.0,591.0,,
4,1910000.0,13.0,4.0,2.0,736.0,284.0,1950.0
4,1250000.0,13.0,,,,,
3,1448000.0,13.0,3.0,2.0,568.0,,
4,1400000.0,13.0,,,,,
2,520000.0,13.0,,,,,
2,820000.0,13.0,2.0,1.0,336.0,109.0,1960.0
3,740000.0,13.0,,,,,
3,895000.0,13.0,3.0,1.0,0.0,,
4,1041000.0,13.0,4.0,2.0,292.0,,
4,1430000.0,13.0,4.0,2.0,611.0,168.0,1970.0
2,910000.0,13.0,2.0,1.0,274.0,96.0,1970.0
4,2520000.0,13.0,4.0,4.0,579.0,361.0,2012.0
4,1860000.0,13.0,,,,,
3,1350000.0,13.0,3.0,1.0,617.0,,
2,635000.0,13.0,2.0,1.0,118.0,,
3,1280000.0,13.0,3.0,2.0,587.0,,
5,1900000.0,13.0,5.0,2.0,567.0,250.0,1926.0
3,1230000.0,13.0,3.0,1.0,676.0,,
4,1150000.0,13.0,4.0,2.0,384.0,766.0,
3,1200000.0,13.0,,,,,
4,900000.0,13.0,,,,,
4,1533000.0,13.0,,,,,
4,1545000.0,13.0,,,,,
4,1650000.0,13.0,3.0,2.0,570.0,,1930.0
2,670000.0,13.0,2.0,2.0,123.0,90.0,2007.0
3,1486000.0,13.0,,,,,
5,1275000.0,13.0,,,,,
2,738000.0,13.0,,,,,
2,680000.0,13.0,2.0,1.0,83.0,107.0,1998.0
4,1500000.0,13.0,,,,,
5,2900000.0,13.0,,,,,
4,1320000.0,13.0,4.0,3.0,346.0,220.0,2010.0
4,1380000.0,13.0,4.0,1.0,580.0,,
6,1900000.0,13.0,6.0,3.0,708.0,275.0,1988.0
3,1535000.0,13.0,2.0,2.0,572.0,150.0,1930.0
3,1450000.0,13.0,,,,,
4,1281000.0,13.0,3.0,1.0,594.0,150.0,1940.0
3,1096000.0,13.0,3.0,2.0,292.0,,
5,1385000.0,13.0,5.0,2.0,664.0,178.0,1950.0
3,517500.0,13.0,3.0,1.0,0.0,,1970.0
4,1245000.0,13.0,4.0,2.0,345.0,,
4,1330000.0,13.0,,,,,
2,503000.0,13.0,2.0,1.0,0.0,,1960.0
